name, address, telephone, email, website, category, sub_category, rating, reviews, opening_hours, search_keyword, search_location, claimed, permanently_closed, latitude, longitude, map_link, image_url, title, title_url, description
OYO 6603 Hotel Green Residency,"Plot 1354, 31, Jharsa Rd, P Sector, Sector 15, Gurugram, Haryana 122001 ",0124 620 1166 ,,https://www.oyorooms.com/h/15189?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG765&latitude=28.44956&longitude=77.04531&locale=en,·2-star hotel,"A,B,C","3.3
693 reviews",,"Plot 1354, 31, Jharsa Rd, P Sector, Sector 15, Gurugram, Haryana 122001",,"C2XW+R4 Gurugram, Haryana",Unvarified,,"28.4495594,",77.0453162,"https://www.google.com/maps/place/OYO+6603+Hotel+Green+Residency/data=!4m10!3m9!1s0x390d185cd4d7d665:0xeeb12fdb79d78a5b!5m2!4m1!1i2!8m2!3d28.4495594!4d77.0453162!16s%2Fg%2F11f4wtp76w!19sChIJZdbX1FwYDTkRW4rXedsvse4?authuser=0&hl=en&rclk=1
",,OYO 6603 Hotel Green Residency,OYO 6603 Hotel Green Residency,"OYO 6603 Hotel Green Residencyis a ·2-star hotel which is located on Address: Plot 1354, 31, Jharsa Rd, P Sector, Sector 15, Gurugram, Haryana 122001  in  Gurugram, Haryana. The OYO 6603 Hotel Green Residency offers A,B,C services. If you need ·2-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given OYO 6603 Hotel Green Residency contact details or directly call on compnay helpline number Phone: 0124 620 1166  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by OYO 6603 Hotel Green Residency/nA,B,C/nWhich is the address of OYO 6603 Hotel Green Residency/nAddress: Plot 1354, 31, Jharsa Rd, P Sector, Sector 15, Gurugram, Haryana 122001 /nWhich are service areas is covered by OYO 6603 Hotel Green Residency/n Gurugram, Haryana"
"Golden Tulip, Sector 29, Gurugram","285-286 Huda Metro Station Road Sector 29 Millenium City Centre, Gurugram, Haryana 122001 ",0124 498 7000 ,,https://www.sarovarhotels.com/golden-tulip/,·4-star hotel,"A,B,C","4.1
894 reviews",,,,"F387+2V Gurugram, Haryana",Unvarified,,,"ector+29,+Gurugram/data=!4m10!3m9!1s0x390d18fb81734a73:0x6e58e0644ba9a4ed???28.4650794,,,77.0646484","https://www.google.com/maps/place/Golden+Tulip,+Sector+29,+Gurugram/data=!4m10!3m9!1s0x390d18fb81734a73:0x6e58e0644ba9a4ed!5m2!4m1!1i2!8m2!3d28.4650794!4d77.0646484!16s%2Fg%2F11f5d3nsz2!19sChIJc0pzgfsYDTkR7aSpS2TgWG4?authuser=0&hl=en&rclk=1
",,"Golden Tulip, Sector 29, Gurugram","Golden Tulip, Sector 29, Gurugram","Golden Tulip, Sector 29, Gurugramis a ·4-star hotel which is located on Address: 285-286 Huda Metro Station Road Sector 29 Millenium City Centre, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Golden Tulip, Sector 29, Gurugram offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Golden Tulip, Sector 29, Gurugram contact details or directly call on compnay helpline number Phone: 0124 498 7000  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Golden Tulip, Sector 29, Gurugram/nA,B,C/nWhich is the address of Golden Tulip, Sector 29, Gurugram/nAddress: 285-286 Huda Metro Station Road Sector 29 Millenium City Centre, Gurugram, Haryana 122001 /nWhich are service areas is covered by Golden Tulip, Sector 29, Gurugram/n Gurugram, Haryana"
Sona SouthCity Hotel Near Huda City Centre Metro Station Gurugram| 3 star hotels in gurgaon,"66, Block F, South City I, Sector 41, Gurugram, Haryana 122001 ",0124 408 4253 ,,http://sonasouthcity.in/,·3-star hotel,"A,B,C","4.2
262 reviews",,,,"F349+RX Gurugram, Haryana",Unvarified,,"28.4570093,",77.0699572,"https://www.google.com/maps/place/Sona+SouthCity+Hotel+Near+Huda+City+Centre+Metro+Station+Gurugram%7C+3+star+hotels+in+gurgaon/data=!4m10!3m9!1s0x390ce28052fd515b:0x65cb7d9ea3a0970b!5m2!4m1!1i2!8m2!3d28.4570093!4d77.0699572!16s%2Fg%2F11j2zktqqz!19sChIJW1H9UoDiDDkRC5ego559y2U?authuser=0&hl=en&rclk=1
",,Sona SouthCity Hotel Near Huda City Centre Metro Station Gurugram| 3 star hotels in gurgaon,Sona SouthCity Hotel Near Huda City Centre Metro Station Gurugram| 3 star hotels in gurgaon,"Sona SouthCity Hotel Near Huda City Centre Metro Station Gurugram| 3 star hotels in gurgaonis a ·3-star hotel which is located on Address: 66, Block F, South City I, Sector 41, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Sona SouthCity Hotel Near Huda City Centre Metro Station Gurugram| 3 star hotels in gurgaon offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Sona SouthCity Hotel Near Huda City Centre Metro Station Gurugram| 3 star hotels in gurgaon contact details or directly call on compnay helpline number Phone: 0124 408 4253  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Sona SouthCity Hotel Near Huda City Centre Metro Station Gurugram| 3 star hotels in gurgaon/nA,B,C/nWhich is the address of Sona SouthCity Hotel Near Huda City Centre Metro Station Gurugram| 3 star hotels in gurgaon/nAddress: 66, Block F, South City I, Sector 41, Gurugram, Haryana 122001 /nWhich are service areas is covered by Sona SouthCity Hotel Near Huda City Centre Metro Station Gurugram| 3 star hotels in gurgaon/n Gurugram, Haryana"
Bloom Boutique | Signature Towers,"B1/B Block, Near Signature Towers, South City I, Gurugram, Haryana 122001 ",0124 410 9228 ,,https://staybloom.com/hotels/gurugram/bloom-boutique-signature-towers,·3-star hotel,"A,B,C","4.2
963 reviews",,,,"F376+Q2 Gurugram, Haryana",Unvarified,,"28.4644111,",77.0600559,"https://www.google.com/maps/place/Bloom+Boutique+%7C+Signature+Towers/data=!4m10!3m9!1s0x390d18f92e193071:0x9fdb5a7c412209a8!5m2!4m1!1i2!8m2!3d28.4644111!4d77.0600559!16s%2Fg%2F11btxjkrvv!19sChIJcTAZLvkYDTkRqAkiQXxa258?authuser=0&hl=en&rclk=1
",,Bloom Boutique | Signature Towers,Bloom Boutique | Signature Towers,"Bloom Boutique | Signature Towersis a ·3-star hotel which is located on Address: B1/B Block, Near Signature Towers, South City I, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Bloom Boutique | Signature Towers offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Bloom Boutique | Signature Towers contact details or directly call on compnay helpline number Phone: 0124 410 9228  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Bloom Boutique | Signature Towers/nA,B,C/nWhich is the address of Bloom Boutique | Signature Towers/nAddress: B1/B Block, Near Signature Towers, South City I, Gurugram, Haryana 122001 /nWhich are service areas is covered by Bloom Boutique | Signature Towers/n Gurugram, Haryana"
FabHotel Premium Nest,"C1-2761, near to Paras Hospital, Sushant Lok Phase I, Gurugram, Haryana 122002 ",070424 24242 ,,https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-infinity-nest-sushant-lok.html?utm_source=Google_Maps&utm_medium=organic&utm_campaign=Google_Maps_Clicks,·3-star hotel,"A,B,C","3.8
259 reviews",,,,"F32P+3R Gurugram, Haryana",Unvarified,,"28.450222,",77.087124,"https://www.google.com/maps/place/FabHotel+Premium+Nest/data=!4m10!3m9!1s0x390d18b89d92fc29:0xf8a05cfdf1276362!5m2!4m1!1i2!8m2!3d28.450222!4d77.087124!16s%2Fg%2F11f0l1wyly!19sChIJKfySnbgYDTkRYmMn8f1coPg?authuser=0&hl=en&rclk=1
",,FabHotel Premium Nest,FabHotel Premium Nest,"FabHotel Premium Nestis a ·3-star hotel which is located on Address: C1-2761, near to Paras Hospital, Sushant Lok Phase I, Gurugram, Haryana 122002  in  Gurugram, Haryana. The FabHotel Premium Nest offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given FabHotel Premium Nest contact details or directly call on compnay helpline number Phone: 070424 24242  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by FabHotel Premium Nest/nA,B,C/nWhich is the address of FabHotel Premium Nest/nAddress: C1-2761, near to Paras Hospital, Sushant Lok Phase I, Gurugram, Haryana 122002 /nWhich are service areas is covered by FabHotel Premium Nest/n Gurugram, Haryana"
Ginger Manesar,"Plot No A Raheja Square, Sector 2, Imt Manesar, Gurugram, Haryana 122050 ",0124 676 3333 ,,https://www.gingerhotels.com/ginger-manesar?utm_source=google%20my%20business&utm_medium=listing&utm_campaign=visit%20website,·2-star hotel,"A,B,C","3.7
1,753 reviews",,,,"9W8M+CX Gurugram, Haryana",Unvarified,,"28.3660004,",76.9348856,"https://www.google.com/maps/place/Ginger+Manesar/data=!4m10!3m9!1s0x390d3e6fffffffff:0x70847232177f5597!5m2!4m1!1i2!8m2!3d28.3660004!4d76.9348856!16s%2Fg%2F11b63b687b!19sChIJ_____28-DTkRl1V_FzJyhHA?authuser=0&hl=en&rclk=1
",,Ginger Manesar,Ginger Manesar,"Ginger Manesaris a ·2-star hotel which is located on Address: Plot No A Raheja Square, Sector 2, Imt Manesar, Gurugram, Haryana 122050  in  Gurugram, Haryana. The Ginger Manesar offers A,B,C services. If you need ·2-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Ginger Manesar contact details or directly call on compnay helpline number Phone: 0124 676 3333  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Ginger Manesar/nA,B,C/nWhich is the address of Ginger Manesar/nAddress: Plot No A Raheja Square, Sector 2, Imt Manesar, Gurugram, Haryana 122050 /nWhich are service areas is covered by Ginger Manesar/n Gurugram, Haryana"
Hotel Mulberry Retreat,"F-78, Sushant Lok-II, Near Hong Kong Bazaar, Sector 57, Gurugram, Haryana 122011 ",0124 426 0747 ,,http://www.mulberryretreat.in/,·3-star hotel,"A,B,C","3.8
341 reviews",,,,"C3CQ+9M Gurugram, Haryana",Unvarified,,"28.4208847,",77.0891286,"https://www.google.com/maps/place/Hotel+Mulberry+Retreat/data=!4m10!3m9!1s0x390d220f3b980d49:0xbf4ac5310d887ea1!5m2!4m1!1i2!8m2!3d28.4208847!4d77.0891286!16s%2Fg%2F12ltc7l1n!19sChIJSQ2YOw8iDTkRoX6IDTHFSr8?authuser=0&hl=en&rclk=1
",,Hotel Mulberry Retreat,Hotel Mulberry Retreat,"Hotel Mulberry Retreatis a ·3-star hotel which is located on Address: F-78, Sushant Lok-II, Near Hong Kong Bazaar, Sector 57, Gurugram, Haryana 122011  in  Gurugram, Haryana. The Hotel Mulberry Retreat offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Hotel Mulberry Retreat contact details or directly call on compnay helpline number Phone: 0124 426 0747  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Hotel Mulberry Retreat/nA,B,C/nWhich is the address of Hotel Mulberry Retreat/nAddress: F-78, Sushant Lok-II, Near Hong Kong Bazaar, Sector 57, Gurugram, Haryana 122011 /nWhich are service areas is covered by Hotel Mulberry Retreat/n Gurugram, Haryana"
Swasno Hotel,"J -10/7, DLF Phase -2, opp. Sahara Mall, Near Metro piller, 83, Sector 25, Gurugram, Haryana 122002 ",0124 416 4817 ,,http://www.swasno.com/,·3-star hotel,"A,B,C","4.0
338 reviews",,,,"F3JP+FX Gurugram, Haryana",Unvarified,,"28.4811547,",77.087492,"https://www.google.com/maps/place/Swasno+Hotel/data=!4m10!3m9!1s0x390d18344533a34f:0x39e425e3632afed!5m2!4m1!1i2!8m2!3d28.4811547!4d77.087492!16s%2Fg%2F1tdlsnvj!19sChIJT6MzRTQYDTkR7a8yNl5CngM?authuser=0&hl=en&rclk=1
",,Swasno Hotel,Swasno Hotel,"Swasno Hotelis a ·3-star hotel which is located on Address: J -10/7, DLF Phase -2, opp. Sahara Mall, Near Metro piller, 83, Sector 25, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Swasno Hotel offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Swasno Hotel contact details or directly call on compnay helpline number Phone: 0124 416 4817  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Swasno Hotel/nA,B,C/nWhich is the address of Swasno Hotel/nAddress: J -10/7, DLF Phase -2, opp. Sahara Mall, Near Metro piller, 83, Sector 25, Gurugram, Haryana 122002 /nWhich are service areas is covered by Swasno Hotel/n Gurugram, Haryana"
Gazebo Inn & Suites,"GH-7, CH Baktawar Singh Rd, opposite Medanta Hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001 ",095992 40192 ,,,·3-star hotel,"A,B,C","4.3
1,075 reviews",,,,"C2RV+G5 Gurugram, Haryana",Unvarified,,"28.4412922,",77.0429505,"https://www.google.com/maps/place/Gazebo+Inn+%26+Suites/data=!4m10!3m9!1s0x390d1868c36460d3:0x6f78cc03674a9f4e!5m2!4m1!1i2!8m2!3d28.4412922!4d77.0429505!16s%2Fg%2F11bw64wtt9!19sChIJ02Bkw2gYDTkRTp9KZwPMeG8?authuser=0&hl=en&rclk=1
",,Gazebo Inn & Suites,Gazebo Inn & Suites,"Gazebo Inn & Suitesis a ·3-star hotel which is located on Address: GH-7, CH Baktawar Singh Rd, opposite Medanta Hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Gazebo Inn & Suites offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Gazebo Inn & Suites contact details or directly call on compnay helpline number Phone: 095992 40192  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Gazebo Inn & Suites/nA,B,C/nWhich is the address of Gazebo Inn & Suites/nAddress: GH-7, CH Baktawar Singh Rd, opposite Medanta Hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001 /nWhich are service areas is covered by Gazebo Inn & Suites/n Gurugram, Haryana"
FabHotel Casa 31,"plot no 1318, Near, Jharsa Rd, Chock, Sector 31, Gurugram, Haryana 122001 ",070424 24242 ,,https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-casa-31.html?utm_source=Google_Maps&utm_medium=organic&utm_campaign=Google_Maps_Clicks,·4-star hotel,"A,B,C","3.7
70 reviews",,"plot no 1318, Near, Jharsa Rd, Chock, Sector 31, Gurugram, Haryana 122001",,"F22V+5M Gurugram, Haryana",Unvarified,,"28.4504762,",77.0441855,"https://www.google.com/maps/place/FabHotel+Casa+31/data=!4m10!3m9!1s0x390d184347ffa739:0x56d2440b6b26730a!5m2!4m1!1i2!8m2!3d28.4504762!4d77.0441855!16s%2Fg%2F11c2jt9yh_!19sChIJOaf_R0MYDTkRCnMmawtE0lY?authuser=0&hl=en&rclk=1
",,FabHotel Casa 31,FabHotel Casa 31,"FabHotel Casa 31is a ·4-star hotel which is located on Address: plot no 1318, Near, Jharsa Rd, Chock, Sector 31, Gurugram, Haryana 122001  in  Gurugram, Haryana. The FabHotel Casa 31 offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given FabHotel Casa 31 contact details or directly call on compnay helpline number Phone: 070424 24242  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by FabHotel Casa 31/nA,B,C/nWhich is the address of FabHotel Casa 31/nAddress: plot no 1318, Near, Jharsa Rd, Chock, Sector 31, Gurugram, Haryana 122001 /nWhich are service areas is covered by FabHotel Casa 31/n Gurugram, Haryana"
The Acura BMK,"adjacent to Rajiv Chowk, Civil Lines, Gurugram, Haryana 122002 ",097171 97411 ,,http://theacurabmk.com/,·4-star hotel,"A,B,C","4.0
1,455 reviews",,"adjacent to Rajiv Chowk, Civil Lines, Gurugram, Haryana 122002",,"F22J+6P Gurugram, Haryana",Unvarified,,"28.4505688,",77.0318392,"https://www.google.com/maps/place/The+Acura+BMK/data=!4m10!3m9!1s0x390d183560768b59:0x9b51c01c59de2a5e!5m2!4m1!1i2!8m2!3d28.4505688!4d77.0318392!16s%2Fg%2F1tf147vy!19sChIJWYt2YDUYDTkRXireWRzAUZs?authuser=0&hl=en&rclk=1
",,The Acura BMK,The Acura BMK,"The Acura BMKis a ·4-star hotel which is located on Address: adjacent to Rajiv Chowk, Civil Lines, Gurugram, Haryana 122002  in  Gurugram, Haryana. The The Acura BMK offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given The Acura BMK contact details or directly call on compnay helpline number Phone: 097171 97411  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by The Acura BMK/nA,B,C/nWhich is the address of The Acura BMK/nAddress: adjacent to Rajiv Chowk, Civil Lines, Gurugram, Haryana 122002 /nWhich are service areas is covered by The Acura BMK/n Gurugram, Haryana"
Mavens Inn,"Plot no, 87C, Golf Course Rd, Parsvnath Exotica, Sector 53, Gurugram, Haryana 122002 ",078276 99640 ,,,·2-star hotel,"A,B,C","4.1
36 reviews",,,,"C4Q3+53 Gurugram, Haryana",Unvarified,,"28.4379791,",77.1026583,"https://www.google.com/maps/place/Mavens+Inn/data=!4m10!3m9!1s0x390d1963e3509b15:0xaa870e971dfc6c58!5m2!4m1!1i2!8m2!3d28.4379791!4d77.1026583!16s%2Fg%2F11fqcqby_l!19sChIJFZtQ42MZDTkRWGz8HZcOh6o?authuser=0&hl=en&rclk=1
",,Mavens Inn,Mavens Inn,"Mavens Innis a ·2-star hotel which is located on Address: Plot no, 87C, Golf Course Rd, Parsvnath Exotica, Sector 53, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Mavens Inn offers A,B,C services. If you need ·2-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Mavens Inn contact details or directly call on compnay helpline number Phone: 078276 99640  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Mavens Inn/nA,B,C/nWhich is the address of Mavens Inn/nAddress: Plot no, 87C, Golf Course Rd, Parsvnath Exotica, Sector 53, Gurugram, Haryana 122002 /nWhich are service areas is covered by Mavens Inn/n Gurugram, Haryana"
OYO 532 Hotel Alpine Park,"22, Q2, Near, Sikanderpur Metro, DLF Phase 2, Gurugram, Haryana 122002 ",070651 11128 ,,https://www.oyorooms.com/h/400?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG121&latitude=28.48628&longitude=77.0931&locale=en,·3-star hotel,"A,B,C","3.8
265 reviews",,"22, Q2, Near, Sikanderpur Metro, DLF Phase 2, Gurugram, Haryana 122002",,"F3PV+F7 Gurugram, Haryana",Unvarified,,"28.486233,",77.093199,"https://www.google.com/maps/place/OYO+532+Hotel+Alpine+Park/data=!4m10!3m9!1s0x390d1947c33fff8d:0xc8a220703ee30b85!5m2!4m1!1i2!8m2!3d28.486233!4d77.093199!16s%2Fg%2F1tcx5d7q!19sChIJjf8_w0cZDTkRhQvjPnAgosg?authuser=0&hl=en&rclk=1
",,OYO 532 Hotel Alpine Park,OYO 532 Hotel Alpine Park,"OYO 532 Hotel Alpine Parkis a ·3-star hotel which is located on Address: 22, Q2, Near, Sikanderpur Metro, DLF Phase 2, Gurugram, Haryana 122002  in  Gurugram, Haryana. The OYO 532 Hotel Alpine Park offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given OYO 532 Hotel Alpine Park contact details or directly call on compnay helpline number Phone: 070651 11128  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by OYO 532 Hotel Alpine Park/nA,B,C/nWhich is the address of OYO 532 Hotel Alpine Park/nAddress: 22, Q2, Near, Sikanderpur Metro, DLF Phase 2, Gurugram, Haryana 122002 /nWhich are service areas is covered by OYO 532 Hotel Alpine Park/n Gurugram, Haryana"
Hotel AZAD Square,"Vill.& P.O. Jharsa, Sec. 39, Plot No. 7-9, Sector 39 Rd, near Medanta Hospital, Gurugram, Haryana 122003 ",093115 70431 ,,http://www.hotelazadsquare.com/,·3-star hotel,"A,B,C","3.7
575 reviews",,"Vill.& P.O. Jharsa, Sec. 39, Plot No. 7-9, Sector 39 Rd, near Medanta Hospital, Gurugram, Haryana 122003",,"C2VW+3J Gurugram, Haryana",Unvarified,,"28.4426555,",77.0465206,"https://www.google.com/maps/place/Hotel+AZAD+Square/data=!4m10!3m9!1s0x390d186647a9ad47:0xa6cd61c1353af4b9!5m2!4m1!1i2!8m2!3d28.4426555!4d77.0465206!16s%2Fg%2F1hm23m44b!19sChIJR62pR2YYDTkRufQ6NcFhzaY?authuser=0&hl=en&rclk=1
",//lh5.googleusercontent.com/proxy/eZ88j2ya7Xsp2I56z2WWKrDqEKP7iumTB2VW19y9lcxmvTE-DSzPMq2KI1X2h_y-PzmUhH7cXv6Bm0OgG-tCRn0SmS1p8ghROvndt3eo3cgcSN5TRoO-Y_7HUyqm52Sn7yusqwzhGmDr6K3mIhvwhK-CERNrhEFcBex-MiL5fO2XsOhJED0-x5ws-U_b0RPvn2RDEGRDSQ,Hotel AZAD Square,Hotel AZAD Square,"Hotel AZAD Squareis a ·3-star hotel which is located on Address: Vill.& P.O. Jharsa, Sec. 39, Plot No. 7-9, Sector 39 Rd, near Medanta Hospital, Gurugram, Haryana 122003  in  Gurugram, Haryana. The Hotel AZAD Square offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Hotel AZAD Square contact details or directly call on compnay helpline number Phone: 093115 70431  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Hotel AZAD Square/nA,B,C/nWhich is the address of Hotel AZAD Square/nAddress: Vill.& P.O. Jharsa, Sec. 39, Plot No. 7-9, Sector 39 Rd, near Medanta Hospital, Gurugram, Haryana 122003 /nWhich are service areas is covered by Hotel AZAD Square/n Gurugram, Haryana"
Capital O 25053 Hotel Devi Palace,"Hotel Devi Palace, 522/3, Old Delhi Gurgaon Rd, opp. Raj Cinema, near Bus Stand Road, Tibri Mohala, Sector 12A, Prem Nagar, Sector 20, Gurugram, Haryana 122001 ",0124 620 1166 ,,https://www.oyorooms.com/h/47287/?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG1171&latitude=28.46707&longitude=77.036455,·1-star hotel,"A,B,C","3.6
300 reviews",,,,"G38H+44 Gurugram, Haryana",Unvarified,,"28.5152732,",77.077823,"https://www.google.com/maps/place/Capital+O+25053+Hotel+Devi+Palace/data=!4m10!3m9!1s0x390d184adf4ea57b:0x5b67db6cecdfd745!5m2!4m1!1i2!8m2!3d28.5152732!4d77.077823!16s%2Fg%2F125_w4qx2!19sChIJe6VO30oYDTkRRdff7GzbZ1s?authuser=0&hl=en&rclk=1
",,Capital O 25053 Hotel Devi Palace,Capital O 25053 Hotel Devi Palace,"Capital O 25053 Hotel Devi Palaceis a ·1-star hotel which is located on Address: Hotel Devi Palace, 522/3, Old Delhi Gurgaon Rd, opp. Raj Cinema, near Bus Stand Road, Tibri Mohala, Sector 12A, Prem Nagar, Sector 20, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Capital O 25053 Hotel Devi Palace offers A,B,C services. If you need ·1-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Capital O 25053 Hotel Devi Palace contact details or directly call on compnay helpline number Phone: 0124 620 1166  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Capital O 25053 Hotel Devi Palace/nA,B,C/nWhich is the address of Capital O 25053 Hotel Devi Palace/nAddress: Hotel Devi Palace, 522/3, Old Delhi Gurgaon Rd, opp. Raj Cinema, near Bus Stand Road, Tibri Mohala, Sector 12A, Prem Nagar, Sector 20, Gurugram, Haryana 122001 /nWhich are service areas is covered by Capital O 25053 Hotel Devi Palace/n Gurugram, Haryana"
Adhaar Hotel,"J-10/26, Metro Station, near Sikanderpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122008 ",099999 28884 ,,http://hotelaadhar.com/,·3-star hotel,"A,B,C","3.8
82 reviews",,,,"F3JR+JR Gurugram, Haryana",Unvarified,,"28.4815772,",77.0920535,"https://www.google.com/maps/place/Adhaar+Hotel/data=!4m10!3m9!1s0x390d192f7cb26aa1:0xed55f5dbc0810a03!5m2!4m1!1i2!8m2!3d28.4815772!4d77.0920535!16s%2Fg%2F11f11nmrjb!19sChIJoWqyfC8ZDTkRAwqBwNv1Ve0?authuser=0&hl=en&rclk=1
",,Adhaar Hotel,Adhaar Hotel,"Adhaar Hotelis a ·3-star hotel which is located on Address: J-10/26, Metro Station, near Sikanderpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122008  in  Gurugram, Haryana. The Adhaar Hotel offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Adhaar Hotel contact details or directly call on compnay helpline number Phone: 099999 28884  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Adhaar Hotel/nA,B,C/nWhich is the address of Adhaar Hotel/nAddress: J-10/26, Metro Station, near Sikanderpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122008 /nWhich are service areas is covered by Adhaar Hotel/n Gurugram, Haryana"
"Skycity Hotel, Gurgaon","1 Old Judicial Complex, Jharsa Rd, near STV Haryana News, Sector 15 Part 1, Gurugram, Haryana 122001 ",097114 00286 ,,http://www.skycityhotels.com/,·4-star hotel,"A,B,C","3.8
1,662 reviews",,,,"F25P+93 Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d1848417a0c47:0x55e3c7fa345e02af???28.458394,,,77.035174","https://www.google.com/maps/place/Skycity+Hotel,+Gurgaon/data=!4m10!3m9!1s0x390d1848417a0c47:0x55e3c7fa345e02af!5m2!4m1!1i2!8m2!3d28.458394!4d77.035174!16s%2Fg%2F1td089nb!19sChIJRwx6QUgYDTkRrwJeNPrH41U?authuser=0&hl=en&rclk=1
",,"Skycity Hotel, Gurgaon","Skycity Hotel, Gurgaon","Skycity Hotel, Gurgaonis a ·4-star hotel which is located on Address: 1 Old Judicial Complex, Jharsa Rd, near STV Haryana News, Sector 15 Part 1, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Skycity Hotel, Gurgaon offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Skycity Hotel, Gurgaon contact details or directly call on compnay helpline number Phone: 097114 00286  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Skycity Hotel, Gurgaon/nA,B,C/nWhich is the address of Skycity Hotel, Gurgaon/nAddress: 1 Old Judicial Complex, Jharsa Rd, near STV Haryana News, Sector 15 Part 1, Gurugram, Haryana 122001 /nWhich are service areas is covered by Skycity Hotel, Gurgaon/n Gurugram, Haryana"
